TestTargetsPerCommit,RL,RF,RRF,MART,RankNet,RankBoost,Coordinate Ascent,LambdaMART,RLMLP,kNN,imaging,normal,RPA
41,0.740317367029092,0.924079593635867,0.904076235254607,0.918937072331137,0.764644641282902,0.796272196801142,0.762046093782797,0.865538810293439,0.737215062339952,0.797615549305235,,,
41,0.783640485286092,0.927408589060073,0.900251878594517,0.936820452541875,0.766718441711095,0.789009697325889,0.747353175769279,0.865967003904118,0.778972335334369,0.812728264976281,,,
41,0.731875236136182,0.918315771797994,0.86288988707443,0.93342009151589,0.766223080475211,0.783216489651988,0.755841484404517,0.864858738088241,0.711771126317115,0.796314176566895,,,
6,0.794505494505495,0.964835164835164,0.928571428571428,0.923076923076923,0.925274725274725,0.923076923076923,0.94945054945055,0.975824175824176,0.782417582417583,0.879120879120879,,,
10,0.760519480519481,0.972207792207792,0.917402597402597,0.883116883116883,0.884155844155844,0.838961038961039,0.796103896103896,0.939220779220779,0.756623376623377,0.862337662337662,,,
43,0.734847269811183,0.935988189837428,0.897823868192753,0.927170664139389,0.790522709047168,0.82827877815849,0.75733396515273,0.885751257563607,0.73279871692061,0.778085587227528,,,
1,1,1,1,1,1,1,1,1,1,1,,,
39,0.781815968841285,0.681966893865628,0.716601752677702,0.780185004868549,0.761518987341772,0.717478091528724,0.783242453748783,0.681976630963973,0.767877312560857,0.6547711781889,,,
38,0.750333876649666,0.736516115463484,0.815463483884537,0.856038698143961,0.781024238918976,0.676954624323045,0.770561017929439,0.67511961722488,0.773158420526842,0.51948051948052,,,
3,0.885714285714286,0.871428571428571,0.885714285714286,0.785714285714286,0.9,0.928571428571429,0.928571428571429,0.8,0.842857142857143,1,,,
3,0.928571428571429,0.828571428571429,0.714285714285714,1,0.885714285714286,0.928571428571429,0.95,0.935714285714286,0.928571428571429,0.928571428571428,,,
41,0.822480164560682,0.920834557743168,0.831468032408379,0.847445531253936,0.854632467150833,0.783762226606775,0.700772427689853,0.8527013979262,0.795764241635532,0.720750598211662,,,
20,0.743344947735192,0.661289198606272,0.779407665505227,0.809407665505227,0.819059233449477,0.715679442508711,0.807770034843206,0.818048780487805,0.795574912891986,0.537630662020906,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
2,0.8,0.98,0.8,1,0.96,1,0.84,1,0.8,0.8,,,
9,0.783157894736842,0.851578947368421,0.82,0.849122807017544,0.814385964912281,0.817543859649123,0.812982456140351,0.836140350877193,0.808421052631579,0.8,,,
27,0.636334776334776,0.941298701298701,0.905670995670995,0.88037518037518,0.873953823953824,0.918181818181818,0.792279942279942,0.936782106782107,0.667922077922078,0.65007215007215,,,
15,0.686209677419355,0.933467741935484,0.854677419354839,0.891935483870968,0.866774193548387,0.941129032258065,0.760806451612903,0.942338709677419,0.729677419354839,0.760483870967742,,,
10,0.791168831168831,0.964415584415584,0.908571428571429,0.937662337662338,0.836883116883117,0.87012987012987,0.757922077922078,0.918181818181818,0.811168831168831,0.779220779220779,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
50,0.768500873616773,0.890755969714618,0.889870704717531,0.916528829353524,0.771158998252767,0.776051252184042,0.708316831683168,0.860584740827024,0.765181129877694,0.806453115899825,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
4,0.8,0.79,0.746666666666667,1,0.813333333333333,1,0.926666666666667,0.913333333333333,0.873333333333333,0.7,,,
83,0.665019015325631,0.938618631927195,0.904937800818328,0.901640780401331,0.837159244334051,0.828480732167334,0.7935244828759,0.888308408999557,0.678191122058808,0.73238376946623,,,
94,0.688028226594856,0.930655361808777,0.888993405499564,0.875397714143515,0.847067669172932,0.836442169252919,0.787267814927389,0.901430526671288,0.675245560710286,0.684932188627597,,,
47,0.726094624860022,0.943068309070549,0.8901679731243,0.891601343784994,0.797961926091825,0.800979843225084,0.757183650615901,0.893334266517358,0.754734042553191,0.767525195968645,,,
73,0.669839590778925,0.946493740035814,0.890270421385881,0.895178656431103,0.833167609879939,0.849655078617897,0.786471374925387,0.899746881351578,0.678351177568399,0.723677549509252,,,
1,1,1,1,1,1,1,1,1,1,1,,,
7,0.797857142857143,0.792142857142857,0.898571428571428,0.735714285714286,0.742142857142857,0.685714285714286,0.78,0.756428571428572,0.763571428571429,0.75,,,
2,1,1,1,1,0.96,1,0.98,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
2,0.8,0.88,0.8,1,0.94,1,0.9,0.96,0.8,0.8,,,
7,0.908571428571428,0.885714285714286,0.854285714285714,0.857142857142857,0.809285714285714,0.885714285714286,0.760714285714286,0.803571428571429,0.837857142857143,0.671428571428572,,,
3,0.885714285714286,0.9,0.928571428571428,1,0.914285714285714,0.928571428571429,0.971428571428571,0.935714285714286,0.957142857142857,0.928571428571429,,,
1,1,1,1,1,1,1,1,1,1,1,,,
94,0.665825201301125,0.933932704100677,0.87471195719796,0.901153593202865,0.871842371887164,0.851525978065732,0.826301214027977,0.901788513837786,0.667022876339785,0.719966583124478,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
71,0.671705407268787,0.947048491414688,0.913670015430579,0.901744968646377,0.823821366427,0.817508782297515,0.770926491349026,0.887273876358383,0.688456613808726,0.75053350405463,,,
1,1,1,1,1,1,1,1,1,1,1,,,
2,1,0.84,1,1,0.82,0.8,0.84,0.82,1,0.8,,,
2,0.8,1,1,1,0.82,0.8,0.84,0.82,0.8,0.8,,,
2,1,1,1,1,0.82,0.8,0.84,0.84,1,0.8,,,
2,1,1,1,1,0.82,0.8,0.84,0.84,1,0.8,,,
1,1,1,1,1,1,1,1,1,1,1,,,
51,0.732350744629443,0.935054694020999,0.873072529982867,0.905197030268418,0.780657206870799,0.791306066862892,0.735166717919431,0.870966041382946,0.711872336686729,0.788208935553311,,,
54,0.751057362616996,0.945156148642387,0.873159114076546,0.931850616254286,0.778452414048744,0.784468538596979,0.74023352793995,0.864816977110555,0.754339727550737,0.772365860439256,,,
51,0.778965865659184,0.951621051706717,0.899371787549972,0.91870579449106,0.793647585994816,0.81999297104951,0.74883802662215,0.889083161270483,0.746716162193033,0.730242059482494,,,
2,1,1,1,1,0.98,1,0.96,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
3,0.785714285714286,1,0.928571428571428,1,0.978571428571428,1,0.9,1,0.785714285714286,0.928571428571429,,,
2,1,1,1,1,0.96,1,0.94,1,1,1,,,
2,1,1,1,1,0.96,1,0.94,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
2,0.8,1,1,1,0.98,1,0.94,1,0.8,1,,,
15,0.783387096774194,0.902822580645161,0.894838709677419,0.872580645161291,0.814032258064516,0.837903225806451,0.819677419354839,0.803548387096774,0.809677419354839,0.670967741935484,,,
7,0.722142857142857,0.927857142857143,0.939285714285714,0.828571428571429,0.742142857142857,0.685714285714286,0.757142857142857,0.795714285714286,0.75,0.75,,,
2,0.8,1,1,1,0.96,1,0.84,1,0.8,1,,,
50,0.728740827023879,0.926490390215492,0.861274315666861,0.917693651718113,0.776158415841584,0.779732090856145,0.732573092603378,0.865064647641235,0.734061735585323,0.779033197437391,,,
