TestTargetsPerCommit,RL,RF,RRF,MART,RankNet,RankBoost,Coordinate Ascent,LambdaMART,RLMLP,kNN,compress,normal,RPA
17,0.831652661064426,0,0.903025210084034,0,0,0,0,0,0.828403361344538,0,,,
18,0.753295400663822,0,0.924419155998103,0,0,0,0,0,0.752916073968706,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
30,0.814881015335802,0,0.929455314648335,0,0,0,0,0,0.799978847170809,0,,,
10,0.825194805194805,0,0.90935064935065,0,0,0,0,0,0.814545454545455,0,,,
21,0.76819691935971,0,0.902536997885835,0,0,0,0,0,0.787375415282392,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
54,0.759023260124177,0,0.926105087572978,0,0,0,0,0,0.753692892225002,0,,,
62,0.725187096774193,0,0.910261136712749,0,0,0,0,0,0.739879569892473,0,,,
